run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
39,X25519,x25519,50ms-1pct-batch4,50.587,51.376,101.999,ok
40,X25519,x25519,50ms-1pct-batch4,50.320,51.448,101.812,ok
41,X25519,x25519,50ms-1pct-batch4,50.288,52.416,102.737,ok
42,X25519,x25519,50ms-1pct-batch4,50.134,51.614,101.777,ok
43,X25519,x25519,50ms-1pct-batch4,50.376,51.416,101.826,ok
44,X25519,x25519,50ms-1pct-batch4,50.312,51.806,102.154,ok
45,X25519,x25519,50ms-1pct-batch4,50.136,51.788,101.954,ok
46,X25519,x25519,50ms-1pct-batch4,50.138,51.424,101.593,ok
47,X25519,x25519,50ms-1pct-batch4,50.189,52.053,102.277,ok
48,X25519,x25519,50ms-1pct-batch4,50.193,51.566,101.801,ok
49,X25519,x25519,50ms-1pct-batch4,50.140,51.392,101.561,ok
50,X25519,x25519,50ms-1pct-batch4,50.183,52.098,102.312,ok
51,X25519,x25519,50ms-1pct-batch4,50.173,52.324,102.534,ok
52,X25519,x25519,50ms-1pct-batch4,50.129,51.586,101.745,ok
53,X25519,x25519,50ms-1pct-batch4,50.224,51.376,101.642,ok
54,X25519,x25519,50ms-1pct-batch4,50.358,51.411,101.803,ok
55,X25519,x25519,50ms-1pct-batch4,50.208,51.394,101.669,ok
56,X25519,x25519,50ms-1pct-batch4,50.158,51.375,101.578,ok
57,X25519,x25519,50ms-1pct-batch4,50.173,51.768,101.979,ok
58,X25519,x25519,50ms-1pct-batch4,50.170,51.463,101.665,ok
59,X25519,x25519,50ms-1pct-batch4,50.221,51.457,101.715,ok
60,X25519,x25519,50ms-1pct-batch4,50.191,51.934,102.160,ok
61,X25519,x25519,50ms-1pct-batch4,50.194,51.355,101.583,ok
62,X25519,x25519,50ms-1pct-batch4,50.188,69.129,119.351,ok
63,X25519,x25519,50ms-1pct-batch4,50.126,51.671,101.830,ok
64,X25519,x25519,50ms-1pct-batch4,50.303,51.335,101.676,ok
65,X25519,x25519,50ms-1pct-batch4,50.366,51.528,101.941,ok
66,X25519,x25519,50ms-1pct-batch4,50.174,51.430,101.635,ok
67,X25519,x25519,50ms-1pct-batch4,50.168,51.391,101.594,ok
68,X25519,x25519,50ms-1pct-batch4,50.128,51.408,101.570,ok
69,X25519,x25519,50ms-1pct-batch4,50.151,51.828,102.017,ok
70,X25519,x25519,50ms-1pct-batch4,50.225,51.384,101.678,ok
71,X25519,x25519,50ms-1pct-batch4,50.112,51.430,101.578,ok
72,X25519,x25519,50ms-1pct-batch4,50.144,51.336,101.518,ok
73,X25519,x25519,50ms-1pct-batch4,50.124,51.353,101.509,ok
74,X25519,x25519,50ms-1pct-batch4,50.124,51.492,101.653,ok
75,X25519,x25519,50ms-1pct-batch4,50.254,51.352,101.650,ok
76,X25519,x25519,50ms-1pct-batch4,50.128,51.420,101.584,ok
77,X25519,x25519,50ms-1pct-batch4,50.131,51.443,101.610,ok
78,X25519,x25519,50ms-1pct-batch4,1059.831,51.395,1111.269,ok
79,X25519,x25519,50ms-1pct-batch4,50.112,51.406,101.551,ok
80,X25519,x25519,50ms-1pct-batch4,50.232,51.458,101.728,ok
81,X25519,x25519,50ms-1pct-batch4,50.114,51.744,101.898,ok
82,X25519,x25519,50ms-1pct-batch4,50.112,51.497,101.643,ok
83,X25519,x25519,50ms-1pct-batch4,50.160,51.402,101.594,ok
84,X25519,x25519,50ms-1pct-batch4,50.126,51.363,101.524,ok
85,X25519,x25519,50ms-1pct-batch4,50.106,52.190,102.325,ok
86,X25519,x25519,50ms-1pct-batch4,50.120,51.308,101.466,ok
87,X25519,x25519,50ms-1pct-batch4,50.300,304.536,354.871,ok
88,X25519,x25519,50ms-1pct-batch4,50.121,51.474,101.629,ok
89,X25519,x25519,50ms-1pct-batch4,50.187,51.783,102.003,ok
90,X25519,x25519,50ms-1pct-batch4,50.114,51.461,101.608,ok
91,X25519,x25519,50ms-1pct-batch4,50.145,51.322,101.498,ok
92,X25519,x25519,50ms-1pct-batch4,50.385,51.922,102.359,ok
93,X25519,x25519,50ms-1pct-batch4,50.185,51.559,101.781,ok
94,X25519,x25519,50ms-1pct-batch4,50.245,51.330,101.615,ok
95,X25519,x25519,50ms-1pct-batch4,50.142,51.330,101.508,ok
96,X25519,x25519,50ms-1pct-batch4,50.299,51.412,101.751,ok
97,X25519,x25519,50ms-1pct-batch4,50.120,51.502,101.656,ok
98,X25519,x25519,50ms-1pct-batch4,50.675,51.582,102.291,ok
99,X25519,x25519,50ms-1pct-batch4,50.164,51.619,101.828,ok
100,X25519,x25519,50ms-1pct-batch4,50.168,51.230,101.430,ok
