run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
37,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.131,51.526,101.705,ok
38,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.137,51.498,101.665,ok
39,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.158,51.465,101.658,ok
40,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.118,301.914,352.064,ok
41,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,1050.698,51.553,1102.284,ok
42,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.102,51.484,101.615,ok
43,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.149,51.796,101.987,ok
44,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.196,51.924,102.178,ok
45,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.151,208.674,258.861,ok
46,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.132,51.480,101.642,ok
47,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.289,51.542,101.871,ok
48,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.259,51.541,101.840,ok
49,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.129,51.464,101.623,ok
50,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.146,51.653,101.832,ok
51,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.326,51.800,102.176,ok
52,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.127,51.646,101.813,ok
53,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.128,51.507,101.666,ok
54,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.175,51.609,101.819,ok
55,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,1074.850,51.562,1126.454,ok
56,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,60.667,51.871,112.572,ok
57,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.127,51.562,101.718,ok
58,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.106,51.542,101.684,ok
59,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.343,51.561,101.945,ok
60,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.145,52.103,102.298,ok
61,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.143,51.485,101.662,ok
62,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.241,52.260,102.537,ok
63,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.114,51.846,101.994,ok
64,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.120,52.295,102.452,ok
65,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.289,51.554,101.872,ok
66,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.183,51.895,102.108,ok
67,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.617,52.030,102.687,ok
68,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.123,51.385,101.546,ok
69,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.375,52.048,102.453,ok
70,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.411,52.392,102.866,ok
71,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.439,52.227,102.699,ok
72,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.554,51.567,102.151,ok
73,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.402,51.726,102.166,ok
74,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.569,52.008,102.617,ok
75,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.241,51.965,102.248,ok
76,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.460,51.646,102.148,ok
77,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.255,51.595,101.886,ok
78,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,1067.065,51.625,1118.727,ok
79,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.124,51.579,101.735,ok
80,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,1062.428,51.939,1114.399,ok
81,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.260,51.880,102.181,ok
82,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.133,51.480,101.649,ok
83,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.140,51.591,101.769,ok
84,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.323,51.689,102.082,ok
85,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.157,52.259,102.450,ok
86,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.487,52.405,102.933,ok
87,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.439,51.999,102.486,ok
88,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.554,51.913,102.509,ok
89,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.512,52.638,103.199,ok
90,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.480,311.149,361.669,ok
91,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.481,51.838,102.358,ok
92,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.435,53.685,104.152,ok
93,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.249,51.936,102.236,ok
94,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.400,51.551,101.986,ok
95,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.189,51.545,101.763,ok
96,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.176,51.681,101.891,ok
97,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.261,51.631,101.923,ok
98,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.167,51.648,101.847,ok
99,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.422,51.872,102.336,ok
100,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch4,50.481,52.171,102.686,ok
