run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
53,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.584,51.726,102.359,ok
54,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.135,52.008,102.172,ok
55,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.720,52.477,103.245,ok
56,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.392,208.839,259.284,ok
57,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.233,51.617,101.881,ok
58,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.132,52.110,102.277,ok
59,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.125,51.821,101.979,ok
60,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.186,51.735,101.958,ok
61,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.348,51.468,101.844,ok
62,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.284,52.104,102.420,ok
63,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.164,53.065,103.262,ok
64,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.243,51.885,102.159,ok
65,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.201,51.560,101.822,ok
66,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.228,51.523,101.787,ok
67,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.152,207.458,257.648,ok
68,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.166,51.569,101.767,ok
69,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.206,51.772,102.035,ok
70,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.175,51.668,101.885,ok
71,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.360,51.765,102.155,ok
72,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.119,51.710,101.861,ok
73,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.186,51.675,101.893,ok
74,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.172,52.184,102.388,ok
75,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.106,51.401,101.538,ok
76,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.105,51.449,101.585,ok
77,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.145,51.476,101.653,ok
78,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.118,51.401,101.545,ok
79,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.103,51.418,101.549,ok
80,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.102,51.531,101.668,ok
81,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.106,52.515,102.654,ok
82,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.113,51.660,101.804,ok
83,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.101,51.471,101.607,ok
84,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.127,51.476,101.633,ok
85,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.120,51.424,101.571,ok
86,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.107,51.657,101.798,ok
87,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.109,51.414,101.563,ok
88,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.137,51.488,101.653,ok
89,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.111,51.536,101.678,ok
90,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.245,51.628,101.903,ok
91,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,1067.530,51.442,1119.010,ok
92,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.122,51.632,101.787,ok
93,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.164,51.537,101.733,ok
94,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.147,51.508,101.686,ok
95,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.125,51.455,101.614,ok
96,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.132,51.528,101.693,ok
97,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.111,51.439,101.579,ok
98,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.088,51.448,101.563,ok
99,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,1058.413,51.553,1110.008,ok
100,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch3,50.095,51.594,101.726,ok
