run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
37,X25519,x25519,50ms-1pct-batch3,50.154,51.429,101.613,ok
38,X25519,x25519,50ms-1pct-batch3,50.107,51.927,102.069,ok
39,X25519,x25519,50ms-1pct-batch3,50.223,51.384,101.638,ok
40,X25519,x25519,50ms-1pct-batch3,50.123,51.374,101.531,ok
41,X25519,x25519,50ms-1pct-batch3,50.092,51.425,101.549,ok
42,X25519,x25519,50ms-1pct-batch3,50.135,51.419,101.587,ok
43,X25519,x25519,50ms-1pct-batch3,50.107,51.494,101.635,ok
44,X25519,x25519,50ms-1pct-batch3,50.110,51.392,101.541,ok
45,X25519,x25519,50ms-1pct-batch3,50.100,52.431,102.574,ok
46,X25519,x25519,50ms-1pct-batch3,50.124,51.261,101.423,ok
47,X25519,x25519,50ms-1pct-batch3,50.160,51.425,101.615,ok
48,X25519,x25519,50ms-1pct-batch3,50.185,51.431,101.653,ok
49,X25519,x25519,50ms-1pct-batch3,50.115,51.336,101.485,ok
50,X25519,x25519,50ms-1pct-batch3,50.145,51.333,101.519,ok
51,X25519,x25519,50ms-1pct-batch3,50.128,51.456,101.614,ok
52,X25519,x25519,50ms-1pct-batch3,50.107,51.463,101.605,ok
53,X25519,x25519,50ms-1pct-batch3,50.127,51.351,101.511,ok
54,X25519,x25519,50ms-1pct-batch3,50.202,51.416,101.650,ok
55,X25519,x25519,50ms-1pct-batch3,50.102,51.419,101.555,ok
56,X25519,x25519,50ms-1pct-batch3,50.183,51.290,101.503,ok
57,X25519,x25519,50ms-1pct-batch3,50.105,51.353,101.493,ok
58,X25519,x25519,50ms-1pct-batch3,50.137,51.500,101.672,ok
59,X25519,x25519,50ms-1pct-batch3,50.150,51.872,102.056,ok
60,X25519,x25519,50ms-1pct-batch3,50.128,51.583,101.745,ok
61,X25519,x25519,50ms-1pct-batch3,50.302,51.441,101.781,ok
62,X25519,x25519,50ms-1pct-batch3,50.205,51.455,101.693,ok
63,X25519,x25519,50ms-1pct-batch3,50.152,51.325,101.508,ok
64,X25519,x25519,50ms-1pct-batch3,50.255,51.323,101.614,ok
65,X25519,x25519,50ms-1pct-batch3,50.228,51.567,101.836,ok
66,X25519,x25519,50ms-1pct-batch3,50.156,51.414,101.602,ok
67,X25519,x25519,50ms-1pct-batch3,50.139,51.377,101.555,ok
68,X25519,x25519,50ms-1pct-batch3,50.184,51.684,101.898,ok
69,X25519,x25519,50ms-1pct-batch3,50.226,51.403,101.663,ok
70,X25519,x25519,50ms-1pct-batch3,50.222,51.270,101.525,ok
71,X25519,x25519,50ms-1pct-batch3,50.277,310.320,360.633,ok
72,X25519,x25519,50ms-1pct-batch3,50.194,51.644,101.867,ok
73,X25519,x25519,50ms-1pct-batch3,50.159,51.319,101.518,ok
74,X25519,x25519,50ms-1pct-batch3,50.155,51.621,101.809,ok
75,X25519,x25519,50ms-1pct-batch3,50.242,51.458,101.747,ok
76,X25519,x25519,50ms-1pct-batch3,50.137,51.445,101.618,ok
77,X25519,x25519,50ms-1pct-batch3,50.124,51.451,101.608,ok
78,X25519,x25519,50ms-1pct-batch3,50.147,51.300,101.482,ok
79,X25519,x25519,50ms-1pct-batch3,50.170,51.520,101.723,ok
80,X25519,x25519,50ms-1pct-batch3,50.134,52.077,102.241,ok
81,X25519,x25519,50ms-1pct-batch3,50.359,51.571,101.986,ok
82,X25519,x25519,50ms-1pct-batch3,50.213,51.377,101.626,ok
83,X25519,x25519,50ms-1pct-batch3,50.170,51.425,101.626,ok
84,X25519,x25519,50ms-1pct-batch3,50.168,51.339,101.538,ok
85,X25519,x25519,50ms-1pct-batch3,50.140,51.501,101.670,ok
86,X25519,x25519,50ms-1pct-batch3,51.299,51.503,102.832,ok
87,X25519,x25519,50ms-1pct-batch3,50.149,51.310,101.491,ok
88,X25519,x25519,50ms-1pct-batch3,50.157,51.627,101.816,ok
89,X25519,x25519,50ms-1pct-batch3,50.186,51.374,101.595,ok
90,X25519,x25519,50ms-1pct-batch3,50.135,51.605,101.775,ok
91,X25519,x25519,50ms-1pct-batch3,50.139,51.325,101.497,ok
92,X25519,x25519,50ms-1pct-batch3,50.219,51.722,101.977,ok
93,X25519,x25519,50ms-1pct-batch3,50.179,51.350,101.558,ok
94,X25519,x25519,50ms-1pct-batch3,1074.016,51.474,1125.522,ok
95,X25519,x25519,50ms-1pct-batch3,50.114,52.172,102.316,ok
96,X25519,x25519,50ms-1pct-batch3,50.099,51.837,101.966,ok
97,X25519,x25519,50ms-1pct-batch3,50.265,51.372,101.670,ok
98,X25519,x25519,50ms-1pct-batch3,50.143,68.439,118.612,ok
99,X25519,x25519,50ms-1pct-batch3,50.211,51.584,101.828,ok
100,X25519,x25519,50ms-1pct-batch3,50.151,51.356,101.546,ok
