run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
87,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.160,51.670,101.867,ok
88,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.124,51.505,101.659,ok
89,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.140,51.638,101.813,ok
90,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.199,51.654,101.886,ok
91,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.205,51.642,101.880,ok
92,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.160,51.968,102.161,ok
93,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.295,52.176,102.507,ok
94,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.141,51.620,101.796,ok
95,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.136,51.617,101.793,ok
96,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.210,52.021,102.271,ok
97,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.122,51.771,101.925,ok
98,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.246,52.107,102.387,ok
99,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.311,51.696,102.052,ok
100,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch1,50.171,51.585,101.798,ok
