run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
50,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,51.085,52.659,103.779,ok
51,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.463,52.266,102.764,ok
52,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.130,51.635,101.796,ok
53,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.337,51.545,101.916,ok
54,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.145,51.509,101.684,ok
55,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.271,51.708,102.035,ok
56,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.291,51.534,101.869,ok
57,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.405,51.919,102.376,ok
58,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.151,51.458,101.643,ok
59,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.179,51.983,102.195,ok
60,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.371,51.857,102.263,ok
61,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.368,51.632,102.048,ok
62,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.501,51.766,102.301,ok
63,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.231,51.824,102.100,ok
64,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.117,51.484,101.632,ok
65,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.226,51.657,101.919,ok
66,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.393,51.801,102.227,ok
67,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.288,51.665,102.002,ok
68,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.242,51.850,102.128,ok
69,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.693,51.798,102.525,ok
70,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.229,52.609,102.872,ok
71,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.135,52.224,102.391,ok
72,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.370,51.761,102.180,ok
73,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.152,51.588,101.769,ok
74,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.204,51.601,101.837,ok
75,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.342,51.510,101.886,ok
76,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.324,51.598,101.960,ok
77,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.387,51.665,102.083,ok
78,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.126,51.657,101.812,ok
79,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.554,51.991,102.591,ok
80,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,1074.862,51.696,1126.614,ok
81,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.358,51.696,102.098,ok
82,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.210,51.655,101.899,ok
83,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.243,51.617,101.905,ok
84,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.262,51.621,101.926,ok
85,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.251,51.663,101.947,ok
86,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.540,51.775,102.354,ok
87,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.318,52.439,102.835,ok
88,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.207,51.902,102.151,ok
89,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.213,52.136,102.383,ok
90,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.139,52.173,102.345,ok
91,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.173,52.429,102.636,ok
92,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.192,52.350,102.576,ok
93,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.199,52.473,102.705,ok
94,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.155,51.934,102.125,ok
95,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.194,51.768,102.009,ok
96,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.213,51.750,101.997,ok
97,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.305,51.665,102.013,ok
98,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.349,51.495,101.882,ok
99,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.257,51.459,101.745,ok
100,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch5,50.211,51.645,101.894,ok
