run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
62,X25519,x25519,50ms-1pct-batch2,50.087,51.539,101.658,ok
63,X25519,x25519,50ms-1pct-batch2,50.101,51.412,101.544,ok
64,X25519,x25519,50ms-1pct-batch2,50.172,69.846,120.056,ok
65,X25519,x25519,50ms-1pct-batch2,50.166,51.287,101.487,ok
66,X25519,x25519,50ms-1pct-batch2,50.126,51.361,101.521,ok
67,X25519,x25519,50ms-1pct-batch2,50.102,68.808,118.946,ok
68,X25519,x25519,50ms-1pct-batch2,50.142,51.318,101.488,ok
69,X25519,x25519,50ms-1pct-batch2,50.119,51.290,101.447,ok
70,X25519,x25519,50ms-1pct-batch2,50.137,51.439,101.608,ok
71,X25519,x25519,50ms-1pct-batch2,50.168,51.244,101.441,ok
72,X25519,x25519,50ms-1pct-batch2,50.126,51.355,101.514,ok
73,X25519,x25519,50ms-1pct-batch2,50.147,51.297,101.476,ok
74,X25519,x25519,50ms-1pct-batch2,50.115,51.553,101.699,ok
75,X25519,x25519,50ms-1pct-batch2,50.165,51.460,101.660,ok
76,X25519,x25519,50ms-1pct-batch2,50.107,51.398,101.542,ok
77,X25519,x25519,50ms-1pct-batch2,50.163,51.430,101.624,ok
78,X25519,x25519,50ms-1pct-batch2,50.164,68.768,118.973,ok
79,X25519,x25519,50ms-1pct-batch2,50.237,51.493,101.769,ok
80,X25519,x25519,50ms-1pct-batch2,50.207,51.564,101.806,ok
81,X25519,x25519,50ms-1pct-batch2,50.157,51.420,101.611,ok
82,X25519,x25519,50ms-1pct-batch2,50.121,51.274,101.427,ok
83,X25519,x25519,50ms-1pct-batch2,50.127,51.713,101.883,ok
84,X25519,x25519,50ms-1pct-batch2,50.142,52.441,102.617,ok
85,X25519,x25519,50ms-1pct-batch2,50.102,51.375,101.509,ok
86,X25519,x25519,50ms-1pct-batch2,50.134,52.206,102.375,ok
87,X25519,x25519,50ms-1pct-batch2,50.215,51.294,101.553,ok
88,X25519,x25519,50ms-1pct-batch2,50.154,51.725,101.919,ok
89,X25519,x25519,50ms-1pct-batch2,50.129,51.355,101.522,ok
90,X25519,x25519,50ms-1pct-batch2,50.139,51.340,101.510,ok
91,X25519,x25519,50ms-1pct-batch2,50.157,51.403,101.591,ok
92,X25519,x25519,50ms-1pct-batch2,50.110,51.537,101.676,ok
93,X25519,x25519,50ms-1pct-batch2,50.122,51.359,101.524,ok
94,X25519,x25519,50ms-1pct-batch2,50.208,51.522,101.765,ok
95,X25519,x25519,50ms-1pct-batch2,50.172,51.328,101.536,ok
96,X25519,x25519,50ms-1pct-batch2,50.133,51.309,101.477,ok
97,X25519,x25519,50ms-1pct-batch2,50.139,51.229,101.399,ok
98,X25519,x25519,50ms-1pct-batch2,50.098,52.455,102.589,ok
99,X25519,x25519,50ms-1pct-batch2,50.209,51.346,101.592,ok
100,X25519,x25519,50ms-1pct-batch2,50.131,51.315,101.479,ok
