run,group,negotiated_group,condition,tcp_connect_ms,tls_handshake_ms,total_ms,status
33,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.286,51.583,101.949,ok
34,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.163,51.636,101.834,ok
35,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.124,209.547,259.703,ok
36,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.208,51.606,101.852,ok
37,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.157,51.574,101.772,ok
38,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.178,51.735,101.941,ok
39,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.233,51.874,102.159,ok
40,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.187,51.589,101.811,ok
41,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.284,51.927,102.247,ok
42,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.209,51.543,101.784,ok
43,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.138,51.544,101.715,ok
44,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.171,51.519,101.723,ok
45,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.167,51.564,101.762,ok
46,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.155,51.567,101.755,ok
47,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.138,51.695,101.866,ok
48,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.151,51.531,101.714,ok
49,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.162,51.705,101.904,ok
50,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.140,207.556,257.735,ok
51,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.913,51.517,102.468,ok
52,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.142,52.030,102.205,ok
53,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.131,51.686,101.848,ok
54,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.177,51.780,101.996,ok
55,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.147,51.529,101.715,ok
56,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.126,51.603,101.769,ok
57,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.211,51.506,101.750,ok
58,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.229,51.624,102.044,ok
59,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.142,51.603,101.780,ok
60,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.170,51.729,101.932,ok
61,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.122,51.684,101.838,ok
62,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.147,51.849,102.031,ok
63,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.153,51.774,101.956,ok
64,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.175,51.639,101.847,ok
65,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.233,51.662,101.928,ok
66,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.112,51.557,101.697,ok
67,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.141,51.759,101.943,ok
68,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.104,51.559,101.699,ok
69,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.105,209.677,259.820,ok
70,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.237,51.698,101.966,ok
71,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.162,51.660,101.851,ok
72,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.178,51.591,101.808,ok
73,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.127,51.698,101.859,ok
74,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.143,51.635,101.816,ok
75,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.164,51.555,101.758,ok
76,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.167,51.737,101.949,ok
77,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.171,51.596,101.810,ok
78,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.168,51.606,101.806,ok
79,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.158,51.616,101.803,ok
80,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.155,51.637,101.831,ok
81,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.148,51.620,101.800,ok
82,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.118,51.556,101.716,ok
83,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.199,52.132,102.368,ok
84,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.177,52.034,102.245,ok
85,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.151,51.602,101.791,ok
86,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.149,51.526,101.714,ok
87,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.120,51.608,101.766,ok
88,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.217,51.691,101.944,ok
89,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.163,51.572,101.773,ok
90,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.167,51.621,101.818,ok
91,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.134,51.508,101.675,ok
92,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.141,51.688,101.863,ok
93,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.151,51.760,101.940,ok
94,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.180,51.726,101.935,ok
95,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.185,51.746,101.965,ok
96,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.127,51.816,101.970,ok
97,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.140,51.511,101.681,ok
98,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.149,51.507,101.695,ok
99,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.232,51.579,101.849,ok
100,X25519MLKEM768,X25519MLKEM768,50ms-1pct-batch2,50.280,51.675,101.991,ok
